PRSM,FICO,TotalAmtOwed,Volume,Stress,Num_Delinquent,Num_CreditLines,WomanOwned,CorpStructure,NAICS,Months
1.0175459435033547,721,121260,75594,0.133674630261661,4,12,1,Corp,459210,22
0.6665986543593945,675,10328,3553,0.24223660756168494,4,8,0,Sole,722330,23
1.0226100983301862,799,273342,100987,0.22555873528275916,4,11,1,LLC,445240,18
0.5063302692631065,668,316471,118069,0.22336585668832065,4,12,0,Sole,459310,12
1.2647170917011232,709,158625,61787,0.21394063476135758,4,12,1,LLC,445240,26
0.8047388860194723,633,23308,10705,0.18144169391250195,4,9,1,LLC,445240,17
0.9386025106833398,724,265739,390259,0.05674415366888827,4,9,1,Partner,458310,18
0.9772091829808222,721,236510,63723,0.3092943939655488,4,8,1,LLC,445320,14
0.8605887440959094,753,46072,9480,0.4049929676511955,4,10,1,Sole,445230,18
0.8554456569094119,720,338485,50727,0.5560566036496014,4,11,0,Partner,722511,24
0.6114110720711664,726,317858,81335,0.32566750681338497,4,11,0,Sole,459910,17
1.1076852911102082,678,331988,231828,0.11933703722875005,4,9,1,LLC,459210,11
0.6766615748979824,686,300407,110370,0.22681812690646613,4,9,0,Corp,445131,21
1.250013773084244,703,590791,874969,0.056267803011687656,4,12,1,Partner,722511,16
0.6638936299540241,744,64672,62102,0.08678196086009038,4,12,1,Corp,722511,19
0.6144613226669947,649,348306,281892,0.10296673903480766,4,12,0,Sole,722330,15
0.8670157902459293,730,182350,90230,0.16841220584432376,4,10,0,LLC,445110,22
1.1911183289839444,721,14340,4477,0.26691981237435786,4,12,1,LLC,459310,17
0.9764147679724928,735,219053,215655,0.0846463873625312,4,10,1,LLC,459210,12
0.6676551962756496,628,271192,174955,0.12917226334390747,5,8,0,LLC,722514,21
1.087682162964913,850,244589,62194,0.32772319945117967,3,13,1,Sole,445250,22
0.5556090928852039,650,312457,229958,0.11322973470517804,4,10,0,Partner,444140,21
0.7113294945021199,707,33184,9714,0.284675039461945,4,8,0,Partner,445131,23
0.914481887776968,732,332909,85423,0.3247651881421475,4,10,1,Corp,458310,17
0.764557050699177,843,84903,33055,0.21404477386174559,3,9,1,Sole,722511,20
0.6980906681186079,783,202240,110615,0.15236028868899637,4,11,1,Sole,445230,14
0.8682973441639993,726,331021,555073,0.049696316220268925,4,11,1,Sole,445320,30
0.9924813577556268,726,175122,199724,0.07306833430133584,4,11,1,Partner,459310,15
0.9418784560804611,735,399238,105231,0.31616000354775053,4,10,0,LLC,445240,9
0.805149700436316,582,51617,16608,0.2589966682723186,5,8,1,LLC,722330,13
1.057664532432274,815,119362,31385,0.3169295310923477,4,12,1,Partner,458210,10
1.0749129316536883,681,425563,65763,0.5392634662855,4,12,0,LLC,444140,21
1.2248745767702278,847,514945,236402,0.18152165943322535,3,13,1,Corp,445292,18
0.8092040574138425,721,187378,67297,0.23202866893521754,4,9,1,Corp,458310,13
1.6538835403910592,727,1446787,630135,0.19133294188282404,4,11,1,Partner,722410,17
0.39393129704854146,718,22396,17992,0.10373128797984289,4,10,0,Partner,445291,12
0.5137804453343284,678,296201,472121,0.05228197150024394,4,9,0,Sole,459310,21
1.0983249464845104,836,243650,82611,0.24578042472148584,3,13,1,Corp,458210,18
1.0362040236613992,696,274407,112108,0.2039751846433796,4,9,1,Sole,445230,21
0.7076880046814876,625,78867,54869,0.11978075051486267,5,10,0,LLC,445230,16
0.8701891827482503,725,256053,91597,0.23295249844427218,4,10,1,Corp,445230,16
0.8369468198910771,745,237060,128337,0.15393066691601018,4,13,1,Corp,458310,33
0.7382165312997173,544,202310,256006,0.06585457632503405,6,9,0,LLC,441120,28
0.5836488271598947,658,20605,10980,0.15638281724347297,4,10,0,LLC,444140,21
0.6907939354847865,707,99195,48025,0.17212389380530974,4,8,0,LLC,445230,21
0.7987249678486046,651,335704,420244,0.0665692629361355,4,10,0,LLC,722330,14
0.6452976275737636,718,264668,402533,0.05479219509125132,4,10,1,Sole,441120,20
0.8313962493775806,545,10248,5253,0.16257376737102608,6,11,1,LLC,459910,14
0.6840579518355249,708,134053,121231,0.09214708559141914,4,10,0,LLC,445320,20
0.6242642127337896,831,183041,268028,0.05690978803209615,3,9,0,Partner,722511,13
1.1331418995466729,791,291114,90752,0.2673164227785614,4,12,1,Partner,722514,14
0.40767683008277744,661,27018,8979,0.2507517540928834,4,11,0,Corp,459210,14
1.1147171845730186,850,178294,315375,0.0471116395825076,3,12,1,Partner,444140,18
0.8028687026274688,704,80936,47524,0.1419212748646298,4,9,1,Corp,722513,19
1.0534084472882224,682,210164,110839,0.15800996640773254,4,10,1,LLC,458310,21
0.8345888055021335,850,19607,18551,0.08807701291933948,3,13,1,LLC,445291,15
1.0944329781047406,663,798325,341564,0.19477194122721753,4,10,0,LLC,722410,14
0.6255911054226273,668,246807,69772,0.2947779911712435,4,10,0,Corp,722410,23
1.3405490384861998,793,219193,42815,0.4266281287710693,4,9,1,Partner,458210,20
0.7491608236245025,687,109528,45603,0.200147651104825,4,8,1,Corp,458210,12
1.337082880198891,829,193226,144132,0.11171819350780303,3,13,1,Partner,441120,20
0.7787176983248316,829,63235,82729,0.0636969301373561,3,11,1,Sole,445291,19
0.8574678101718971,771,246552,77563,0.2648943439526578,4,12,1,Sole,459210,20
0.48593555459632937,676,11435,4871,0.1956306028878396,4,11,0,Partner,459210,14
0.8421420736448013,757,335509,261889,0.10675928860445964,4,12,0,LLC,458310,10
0.929148880950854,829,339647,105275,0.26885696192511677,3,13,0,LLC,459910,16
0.9320295268957212,708,271826,187485,0.12082122125325583,4,9,1,Sole,444140,9
1.2631076400035213,751,227201,73485,0.2576500873194076,4,13,1,LLC,459310,18
0.7699870687887338,751,12545,7277,0.1436603911868444,4,13,1,Partner,445250,20
0.8305289456061821,678,219975,103704,0.1767651199568001,4,10,1,Corp,441120,24
0.8110482856691753,642,232574,101027,0.19184145492459112,4,9,0,LLC,444240,23
0.7494279961956474,741,114133,56325,0.16886077822163043,4,10,0,Partner,458210,22
1.1146152144011259,728,267874,84098,0.2654383378122349,4,10,0,LLC,459210,18
0.8663619981300769,689,70302,25054,0.2338349165801868,4,12,1,Sole,445320,22
0.9969809301316344,679,280584,69851,0.3347410917524445,4,9,0,Partner,445131,23
0.3971634124232545,664,10153,7077,0.11955395412368706,4,9,0,Corp,722513,15
1.123044834054145,832,77625,27996,0.23105979425632234,3,12,1,Partner,445291,13
0.8266153324914507,694,163291,192978,0.07051365095157652,4,9,1,Sole,445230,13
0.7263793702690912,707,212319,62792,0.28177554465537014,4,9,0,LLC,444140,20
0.6855877505505136,664,578409,285553,0.16879791142099715,4,12,0,Partner,459210,20
0.9105470793036727,709,291522,75577,0.3214403853024068,4,9,1,Corp,445320,25
0.837699164907871,537,574602,436582,0.10967813606607693,6,12,0,Corp,722330,20
0.9839822676168721,782,150153,158635,0.07887761212847103,4,10,1,LLC,459910,20
1.0525325892184072,746,328672,103886,0.2636479730987172,4,12,1,Corp,459310,20
0.48193655821062104,668,33874,11232,0.2513206315289649,4,8,0,Sole,445110,12
1.1044340685871223,698,191538,90950,0.17549752611324904,4,8,1,Partner,445230,27
0.9825711548377819,715,107737,28809,0.3116416166244345,4,9,1,Corp,444240,15
1.1052056374086312,775,30860,21114,0.12179912222537968,4,9,1,LLC,459210,14
1.0587676195052196,767,191240,114480,0.1392091777311903,4,11,1,Partner,459210,16
0.9584944253779873,683,180289,96441,0.15578522965681954,4,10,1,Sole,445291,28
0.6268816642685894,721,368899,240612,0.12776413201890735,4,11,0,Sole,722514,15
0.5164652531104872,666,296514,111150,0.22230769230769232,4,8,0,Sole,722330,14
0.6061368113675041,717,165578,47934,0.2878576097689879,4,10,0,Sole,441120,14
1.2007527826081381,707,900552,629389,0.11923627518116776,4,10,0,LLC,458310,14
0.6047087729142809,689,106159,43097,0.20527144194104774,4,12,0,Partner,459210,17
0.6412767024105068,702,137291,34961,0.3272479810836837,4,9,0,Corp,722511,16
0.7855870788875997,611,211197,53912,0.3264532942573082,5,10,1,Corp,444140,20
0.8327477129956669,653,595113,137116,0.36168463199043144,4,12,0,Corp,722410,17
0.6242027052230946,658,156612,47304,0.2758963301200744,4,10,0,Partner,445240,24
0.9160712789081362,727,202543,330322,0.051097363582605256,4,8,1,Corp,722511,17
0.6360750561055559,657,215974,121221,0.1484712494809755,4,10,0,Partner,459910,15
0.4798554679454681,665,12367,14756,0.06984164633595373,4,12,0,Partner,445230,14
0.37356219395877166,658,35428,20992,0.14064087906504066,4,9,0,Sole,445230,24
0.8699067032588509,835,148207,36434,0.3389851054875483,3,11,0,LLC,722511,11
0.672277390833173,719,112268,79360,0.1178889448924731,4,9,1,Corp,445291,18
0.9008155703050201,749,97775,177281,0.04596046201604609,4,12,1,LLC,441120,22
0.5301849228083176,537,218312,97922,0.18578732732855402,6,10,0,Corp,445291,15
1.2926451971229083,707,1032999,2949333,0.02918736202388811,4,10,0,LLC,445110,19
0.563589551581819,684,228118,64560,0.29445218917802557,4,11,0,Sole,444240,23
1.0564567922914763,756,254732,84757,0.2504532565648462,4,13,1,Corp,458210,18
0.3922732800816849,694,104920,61432,0.14232538959065852,4,11,0,Corp,445131,16
0.3672495672554171,664,108822,48905,0.1854309375319497,4,12,0,Corp,458310,9
0.801250613597152,719,166610,34427,0.4032929580464945,4,10,0,LLC,722514,19
0.788734470117508,685,428395,892170,0.04001432836043953,4,10,0,Partner,722511,19
0.4026932888955173,710,84769,48264,0.14636340405547268,4,10,0,Corp,441120,14
0.5801040816495104,763,72298,79247,0.07602601149990956,4,12,0,Corp,722514,29
0.5097157262844866,625,249312,102742,0.202215257635631,5,8,0,Sole,459210,15
0.7457831729491373,671,135092,59535,0.18909325046891184,4,12,1,Sole,445240,21
0.7098419449805433,680,102734,43972,0.19469586706692135,4,12,1,Sole,445230,23
1.0372218571290017,635,467476,116658,0.333936235263191,4,8,1,LLC,445110,18
0.7149870544352818,717,354194,88048,0.3352281331394997,4,10,0,Sole,722410,19
0.5743340723390913,718,237746,319759,0.06195968422051191,4,10,0,Partner,445131,18
0.3144668613839726,661,180637,126284,0.11920024178307097,4,9,0,Sole,445110,16
0.8244534224831168,832,45796,12385,0.30814156910240886,3,9,0,LLC,722514,18
1.1080588135447045,707,360055,133522,0.22471640129217157,4,8,1,Partner,445110,17
0.8571413808400454,702,155622,101242,0.12809407163035105,4,8,0,LLC,445250,19
1.2129656741883612,698,179127,37006,0.4033737772253148,4,11,1,Partner,445292,22
0.7636543084307951,739,90430,32372,0.23278862391367025,4,10,0,LLC,459310,15
0.8325992573519069,702,316970,61232,0.4313784731295184,4,12,0,Partner,459310,14
1.2607549479791271,699,301085,208661,0.12024487885453759,4,8,1,Partner,722410,19
0.9624282718705524,700,286561,275278,0.0867489713429091,4,10,0,Partner,459210,22
0.8215771591322123,829,229292,145094,0.13169163898346362,3,11,1,Sole,445291,17
0.9057060138980189,598,545944,325522,0.13976116309599146,5,11,1,Partner,722511,20
0.7923611390179709,718,264319,115869,0.1900990198701407,4,12,0,LLC,445320,13
1.3434594372022635,779,486614,150064,0.2702258147634787,4,10,1,Partner,445131,20
0.8101560807102283,712,116548,40161,0.24183494766896577,4,11,1,Sole,445292,20
1.3240870912991294,754,540713,258660,0.17420326554808113,4,13,1,Partner,459910,20
0.7610181412620601,739,34167,16687,0.1706268352609816,4,8,1,Corp,445320,13
0.8845384799533555,670,489234,118576,0.34382590068816626,4,9,0,Sole,445320,24
0.5988964960693287,624,273271,127973,0.17794834327032524,5,9,0,Corp,445110,14
1.1183899175866523,792,165902,38388,0.36014292660900976,4,11,1,LLC,445131,19
0.587180048851158,779,220194,86187,0.21290333809043127,4,12,0,Corp,458210,27
0.836419912768613,679,316673,124190,0.21249228332930725,4,10,1,Sole,722514,16
0.6936991204085219,659,849684,343204,0.20631169799885782,4,12,0,Sole,459910,17
0.4684014900830268,680,384437,798640,0.040113714147383885,4,8,0,Corp,722511,17
0.6877136201020102,633,183241,117007,0.13050572472871994,4,11,0,LLC,445291,18
0.6770376085727244,719,154630,46808,0.27529126075314764,4,10,0,LLC,458310,18
1.0760023069758735,546,810027,458297,0.14728931238912757,6,9,0,LLC,722514,11
1.0478467775356086,697,468644,85478,0.4568855923941443,4,9,1,Corp,459210,14
0.6757187034305853,687,347423,76411,0.378897235563815,4,9,0,Corp,722410,16
0.6089480961811108,622,166417,32039,0.4328500681461136,5,10,0,Corp,459210,18
0.567617041907877,714,94515,31127,0.2530359494972211,4,8,0,Partner,445291,14
0.7786800524662039,675,444726,353241,0.10491562417726141,4,9,1,Sole,445240,14
0.9765510799353642,738,78586,21054,0.31104936512460024,4,8,1,Partner,444140,15
0.8756726668569923,830,55877,27730,0.1679198220940017,3,10,1,LLC,445250,18
0.6321251780639833,666,121565,61039,0.165966294773287,4,10,0,Partner,459910,14
1.0597243989277412,724,65287,22407,0.24280730724029692,4,10,1,Partner,722511,20
0.7461850126194952,611,68408,23943,0.23809324924473405,5,12,1,LLC,444140,17
0.36393307892969995,666,270331,102174,0.22048254285173657,4,10,0,Sole,458210,25
1.1135757986593884,723,685953,136359,0.41920775306360414,4,10,0,LLC,459210,12
0.9376399651014131,672,151575,46957,0.2689961028174713,4,10,1,Corp,722513,34
1.001705601480273,682,170894,68978,0.20645954748857123,4,10,1,LLC,445110,20
0.6033301193792987,664,160409,43620,0.306451551276173,4,11,0,Partner,445250,22
0.6175524522346746,656,258049,63529,0.33849239454947083,4,12,0,Sole,445292,22
1.3104016120807902,765,390408,280330,0.11605607676666786,4,9,1,LLC,445291,21
0.9180484038320562,617,172102,34659,0.4137982438423882,5,8,0,LLC,722513,18
0.7184626104886075,678,23938,4694,0.4249751455759125,4,8,1,Sole,445292,21
0.46606853899038453,542,37375,33397,0.09325937459452446,6,8,0,LLC,722330,19
0.29127990579648616,590,71284,34395,0.17270921161021466,5,10,0,Sole,441120,16
0.7677893270356293,668,348980,141038,0.20619738415651576,4,8,0,Sole,445291,16
0.5899503696481982,601,178867,76132,0.19578604704110406,5,10,0,Sole,459210,15
0.901530568870071,619,139781,51106,0.22792659700752682,5,10,1,Sole,459210,20
0.7611906453244001,764,204604,185702,0.09181556113199282,4,12,1,Sole,722410,21
0.8087219536331796,697,21838,8217,0.2214717455681311,4,11,0,Partner,445291,27
0.5080453611592162,731,208655,103701,0.16767356791802074,4,11,0,Partner,445291,23
1.1917425861233715,842,201475,44572,0.37668454036914056,3,11,1,Corp,459910,20
0.42159582103956583,608,85783,29039,0.2461718149155733,5,9,0,Corp,441120,20
0.48662022552157186,711,285712,213455,0.11154263584049721,4,8,0,Sole,445131,15
0.574776135855757,586,290123,140981,0.1714906027526168,5,11,0,Corp,458310,17
0.9464611345151193,700,296066,103079,0.2393520180314775,4,11,0,LLC,441120,16
0.6382763110901492,638,122594,150894,0.06770426038587794,4,9,1,Sole,722330,11
1.1785963285248588,690,220966,108319,0.16999633797702465,4,9,1,LLC,459310,24
0.3793213906415408,799,109363,99726,0.09138623160793909,4,11,0,Corp,444240,14
1.0370269302567248,730,43645,10626,0.34228151075977165,4,11,1,Partner,722513,18
0.8282934360738227,616,489262,129806,0.3140982183668963,5,12,0,Partner,458210,19
0.4674960055976125,660,22740,8653,0.21899919103201201,4,8,0,Partner,458310,18
0.5565728253228518,746,67657,34813,0.16195338905964246,4,10,0,Partner,722514,17
0.5676036314785646,640,213494,97927,0.18167784846535345,4,8,0,Corp,722410,25
0.6690510427632621,683,225095,167978,0.1116688891799323,4,12,1,Sole,441120,13
0.7281800961904723,745,355028,174756,0.16929700077059825,4,11,0,Sole,441120,16
0.4256249086014343,616,110817,82278,0.11223838693210822,5,10,0,Corp,459310,23
1.2116784685425785,739,519633,753710,0.057452800148598264,4,9,1,Corp,459210,18
0.6270310127700857,709,215173,97941,0.18308046000483283,4,10,0,Sole,445292,15
1.1246794872281076,721,70331,23314,0.2513904377913128,4,10,1,LLC,722513,22
0.9632152050412487,656,10634,2273,0.3898665493474116,4,8,0,Partner,459210,19
0.5202954972684726,662,216963,125304,0.1442910840835089,4,9,0,Sole,445292,20
1.1673724889993455,740,312465,138328,0.18823918512520965,4,11,1,Sole,722511,28
0.7417434392214942,716,275516,42479,0.5404945188602996,4,11,0,Corp,722330,21
0.7693904542718625,612,113266,68162,0.13847647271695862,5,10,1,Sole,441120,19
0.6444887809239472,673,275487,214396,0.10707872348364708,4,12,0,Partner,458210,19
0.6392238657590723,706,57781,30398,0.15840132026229795,4,9,1,Sole,722330,17
0.3569855924912372,727,139268,891571,0.01301709753532435,4,8,0,Sole,445230,16
0.8615926709942529,683,276799,80730,0.28572505058012304,4,12,1,Sole,445291,16
0.9421627018034221,755,272629,278925,0.08145230199276986,4,9,1,Corp,458210,25
0.5901612745386029,683,265002,91673,0.2408942654871118,4,12,0,Corp,722511,20
0.8168084941458968,775,298395,87401,0.2845076143293555,4,12,0,Partner,445291,20
0.5138018198589431,683,31792,13301,0.19918301882064007,4,8,0,LLC,722511,17
0.6834103787458432,702,54712,36839,0.12376376485065645,4,8,0,Sole,445131,20
1.0513330146831816,630,279062,124124,0.18735431235431235,5,10,0,LLC,722511,27
1.3001864397597005,778,377267,139400,0.22553024868483978,4,13,0,LLC,458310,21
0.9558458971520613,750,206116,137164,0.12522479173349663,4,12,0,LLC,445250,20
0.5567078678891757,724,78968,41655,0.15798023446565038,4,9,0,Sole,445131,21
0.48054320213557633,725,112807,30959,0.30364622026981924,4,8,0,Sole,722513,23
0.5644661591714305,693,191208,114206,0.13951981507101202,4,8,0,Sole,445110,22
0.346180580804356,610,27489,44464,0.05151920654911839,5,10,0,Sole,444240,21
0.6911058662659179,781,116790,27758,0.3506196411845234,4,9,0,Partner,458310,20
0.5698438036160628,704,92787,29601,0.26121583730279385,4,11,0,Corp,445250,11
0.7045680438599731,754,359364,510581,0.05865278966510701,4,9,0,LLC,722410,20
1.017845834958981,662,478610,113421,0.35164710826625284,4,12,0,Partner,445250,20
1.0118563571139354,718,278670,270665,0.08579794210555483,4,10,1,LLC,459310,17
1.0009373586603818,834,304510,542070,0.04681283475073945,3,11,1,Sole,459310,23
0.7997745752406655,606,370943,176355,0.17528233770897717,5,11,0,Partner,459210,17
0.9830034139012308,649,459811,154239,0.24842992585100615,4,11,1,Corp,722514,18
0.6390908227715462,610,121259,98436,0.1026546859550029,5,10,0,Partner,445320,23
0.975119960204903,682,129324,94628,0.11388806695692606,4,12,1,LLC,445320,16
0.3892011023383193,661,44935,28959,0.1293063756805599,4,9,0,Corp,444140,13
0.9876002213249184,663,231516,86842,0.22216208746919694,4,10,1,LLC,445292,14
0.7511581681826641,676,25178,14177,0.14799793092097527,4,11,1,Partner,722514,22
1.016278252265199,697,345949,167519,0.1720944091913952,4,12,1,LLC,722410,11
0.6316059228611783,711,277024,62246,0.370872559414795,4,11,0,Sole,445292,16
0.526372329684431,613,282005,153471,0.15312610634365234,5,11,0,Corp,444140,24
0.9773396698541568,721,194594,72881,0.22250197811043573,4,8,1,Sole,459910,16
0.91345873836204206,677,20277,10256,0.16475721528861154,4,11,1,LLC,445292,15
0.8433283151195866,706,388165,461308,0.07012036065564294,4,11,0,Corp,445240,18
0.8118712677011497,760,46747,12014,0.3242536485211698,4,11,1,Corp,445110,13
0.6425612672201148,651,184676,39777,0.3868986265094569,4,12,0,Sole,445291,24
0.8217963856321888,668,374764,110273,0.283209247352782,4,9,0,Partner,458310,15
0.5443296693109585,758,132801,44562,0.24834500246847088,4,9,0,Sole,444140,19
0.8379950896554226,673,203768,154711,0.10975733248874785,4,9,1,LLC,445291,12
1.1182827627981464,836,101856,92926,0.09134149753567354,3,9,1,Corp,445320,21
0.6647211334085558,666,63092,49783,0.10561168805951161,4,12,0,LLC,445292,18
0.4497407911715066,663,123333,107908,0.09524548689624494,4,11,0,Sole,445240,18
0.6439786535452342,626,177149,90279,0.16351994003773487,5,9,0,Partner,445292,24
1.0810050856984132,785,775559,911959,0.07086932270712462,4,10,0,LLC,458210,16
1.0655554408460937,728,153961,87971,0.14584446389529884,4,9,1,LLC,444140,19
0.39542400530967015,616,25145,10856,0.19301922132154262,5,8,0,Sole,445230,16
0.6413347239715358,740,340562,113424,0.25021306484224387,4,12,0,Corp,722514,22
1.015571118549635,741,453639,192941,0.1959316578643212,4,11,1,Corp,722410,17
0.7859552240329986,718,230798,344980,0.05575154115214409,4,12,0,Corp,459310,14
1.340914069325339,679,732371,156283,0.39051538981633743,4,11,1,Sole,722511,24
0.7997860001120793,707,107830,28475,0.31556921275973077,4,9,1,Sole,444140,18
0.7083597096731401,719,324173,97009,0.27847330316431124,4,10,0,Sole,444240,14
1.1390788723913627,703,272705,96007,0.2367058304776388,4,8,1,Partner,458210,9
1.0335026399227587,728,64698,10704,0.5036902092675636,4,12,1,LLC,459910,15
0.5473325468666403,547,42701,30369,0.11717266510805975,6,12,0,Partner,459210,18
0.4368163981206769,633,10852,4772,0.18950824252584522,4,9,0,Sole,445240,20
0.8987642378041678,780,177252,255633,0.05778205474254106,4,13,1,LLC,722410,17
0.6778473329596945,721,30329,12706,0.19891521066162968,4,8,0,Partner,722511,17
0.9167012277436453,685,251412,151831,0.13798894823850202,4,12,1,Sole,459910,17
0.5158254583507365,659,13354,9953,0.11180883485716199,4,12,0,Corp,445320,17
0.6006247923726604,725,40337,27573,0.1219097184443719,4,10,0,Corp,445131,15
1.392656988418707,824,69647,19354,0.29988202266542663,4,9,1,LLC,458210,26
0.7697936980301869,647,298447,108557,0.2291016086786972,4,10,0,Partner,441120,9
0.7580130981359059,718,348295,241257,0.12030566297903618,4,12,1,Corp,722330,28
0.5555966151586178,671,287472,150038,0.15966621789146748,4,8,0,Partner,445250,18
0.4387565028175787,608,294043,74359,0.32953083464453975,5,12,0,Sole,445292,16
0.6146587662354749,734,59889,19506,0.2558571721521583,4,12,0,Corp,445240,10
1.0057049853049074,724,128709,27572,0.3890087770201654,4,12,1,LLC,441120,13
0.6834824907262573,598,513778,236432,0.18108730346709978,5,12,0,Sole,458310,21
1.1857124722850927,695,203210,44409,0.38132285497684404,4,8,1,LLC,444140,19
0.6724953650669191,668,283111,81911,0.2880270456145491,4,12,0,Sole,459310,16
1.0754356783644405,694,230343,65829,0.29159261115921553,4,11,1,Sole,445240,12
0.9432496976505895,637,489840,157532,0.2591219561739837,4,8,0,LLC,459210,19
0.5713338454001493,659,50350,21658,0.19373133868932188,4,11,0,Partner,458210,17
1.302252995184309,767,181061,42787,0.3526402100326423,4,12,1,LLC,445320,20
0.5913928470110851,660,187329,81654,0.1911816934871531,4,9,0,Sole,445320,16
1.033070535752232,764,397347,117795,0.2811006409440129,4,10,1,Sole,445292,19
0.8402932968780866,608,443167,288859,0.12784986215881566,5,9,1,Corp,722511,21
0.8789713542066353,730,180837,143514,0.10500543500982483,4,12,1,LLC,445110,16
1.0782660029992643,716,168814,70723,0.19891454453760918,4,12,1,LLC,441120,11
0.6277557407085503,640,545490,416546,0.10912960393329908,4,8,0,Sole,459310,16
0.41900640088785246,666,46333,11956,0.3229410616705699,4,9,0,Corp,445131,20
0.6275919635770411,624,104161,28958,0.29974733522112484,5,11,0,Partner,458210,27
1.167728296540421,835,38288,6060,0.5265126512651265,3,12,1,Sole,458210,22
1.044316282757581,675,317743,465139,0.05692617332309983,4,9,1,Partner,445320,12
0.6125156610300875,730,35371,6742,0.4371971719568872,4,12,0,Partner,458210,21
0.8397813885254825,675,56275,8338,0.5624350363796273,4,11,1,Sole,444240,10
0.7519628176203331,653,337074,115528,0.24314019112249843,4,12,0,Partner,445230,25
1.2928407372899244,718,438771,83279,0.43905726533699974,4,9,1,LLC,459210,13
0.5301380149713456,681,413511,133089,0.2589188437812291,4,12,0,Corp,444140,8
0.9485950906845823,701,275389,213791,0.10734354268109196,4,11,1,LLC,445131,16
0.8638888783857397,668,146812,48672,0.2513628643436336,4,11,0,Partner,722513,17
0.6969723498981192,626,520640,189838,0.22854574251028067,5,9,0,Sole,722410,14
1.218756708211573,752,216038,95538,0.1884398529032078,4,12,1,LLC,445320,12
1.3178129339156393,689,481102,123021,0.3258942240213731,4,12,1,Partner,445292,23
0.4735777093489796,682,48621,39440,0.10273199797160243,4,12,0,Sole,445291,13
0.5902848815142019,745,77989,102731,0.06326311759189858,4,13,0,Corp,722330,17
1.3687269955273902,808,431562,360799,0.09967738269784561,4,9,1,LLC,459210,22
0.4609124190830626,710,147871,137073,0.08989796191323846,4,9,0,Sole,459910,25
0.8128134378904589,663,490854,327912,0.12474230891214716,4,9,0,Partner,722513,17
0.9043989837062489,706,28443,6436,0.3682799875699192,4,10,0,LLC,445110,20
0.5879535687583913,528,336467,203255,0.1379494559379433,6,11,0,Sole,458210,23
0.6412598489737007,648,662169,514495,0.10725225706760999,4,11,0,Partner,445292,15
1.3802793823252968,830,499455,125949,0.33046113903246555,3,13,1,Corp,722513,14
1.4551245341786427,797,943469,1884314,0.04172468955103378,4,9,1,LLC,445110,13
0.6828849917430532,766,57356,14295,0.3343593331001516,4,12,0,Partner,445110,16
0.5772176603318608,691,282455,267772,0.08790283026853692,4,11,0,Partner,441120,18
1.1811389799013752,675,267379,88963,0.2504589923151572,4,9,1,LLC,445230,18
1.0968863643751852,592,283248,98426,0.23981468311218582,5,8,1,Partner,441120,27
0.7246492894933543,670,271547,79248,0.2855455868497207,4,8,0,Corp,722511,15
1.1082785831955775,673,22642,5033,0.37489237697860783,4,9,1,LLC,722513,22
